word,emotion
bureaucracy,1
bureaucrat,4
burglar,3
burglar,4
burial,0
buried,2
buried,3
burke,0
burlesque,1
burnt,4
bursary,1
bury,2
buss,1
busted,3
busted,4
butcher,3
butcher,4
butler,1
buzz,1
buzz,3
bye,1
bylaw,1
cabal,3
cabinet,1
cable,1
cacophony,4
cad,4
cadaver,0
cage,2
calamity,2
calculation,1
calculator,1
calf,1
callous,4
calls,1
camouflage,1
camouflaged,1
campaigning,3
campaigning,4
cancel,2
cancer,0
candid,1
cane,3
cane,4
canker,4
cannibal,3
cannibal,4
cannibalism,4
cannon,3
cannon,4
canons,1
cap,1
captive,2
captive,3
captivity,2
captor,3
carcass,0
carcinoma,2
carcinoma,3
cardiomyopathy,2
cardiomyopathy,3
career,1
carelessness,4
caretaker,1
caries,4
carnage,0
carnivorous,3
carol,1
cartridge,3
case,2
case,3
cash,0
cashier,1
casket,2
casket,3
casualty,0
cataract,0
catastrophe,0
catechism,4
cathedral,1
caution,0
cautionary,3
cautious,1
cautious,3
cautiously,3
celebrated,1
celebrating,1
celebration,1
celebrity,1
celebrity,4
celestial,1
cement,1
cemetery,2
cemetery,3
censor,0
center,1
ceremony,1
certify,1
cess,4
chagrin,2
chagrin,4
chairman,1
chairwoman,1
challenge,3
challenge,4
champion,1
chance,1
chancellor,1
change,3
changeable,1
chant,1
chant,4
chaos,0
chaotic,4
chaplain,1
chargeable,2
chargeable,3
charity,1
chart,1
chasm,3
chastity,1
cheat,4
checklist,1
chemist,1
cherish,1
chicane,1
chicken,3
child,1
childhood,1
chimera,1
chimera,3
chirp,1
chocolate,1
choir,1
choke,2
choke,4
cholera,0
choral,1
chronic,2
chronicle,1
chuckle,1
church,1
civilization,1
civilized,1
claimant,4
clamor,1
clamor,4
clan,1
clap,1
clash,4
clashing,3
clashing,4
classics,1
claw,3
claw,4
clean,1
clearance,1
cleave,3
clerical,1
cliff,3
climax,1
clock,1
closure,1
closure,2
clouded,2
cloudiness,3
cloudy,2
clown,1
clue,1
clumsy,4
coach,1
coalesce,1
coax,1
cobra,3
cocaine,2
coerce,3
coerce,4
coercion,0
coexist,1
coexisting,1
coffin,2
coffin,3
cogent,1
cohesion,1
cohesive,1
coincidence,1
coldness,0
collaborator,1
collapse,0
collateral,1
collectively,1
collision,4
collusion,0
colonel,1
coma,2
coma,3
comatose,2
comatose,3
combat,3
combat,4
combatant,3
combatant,4
combative,3
combative,4
coming,1
commandant,1
commanding,1
commemorate,1
commemorate,2
commemoration,1
commemorative,1
commerce,1
commission,1
committal,2
committed,1
committee,1
commodore,1
commonplace,1
commonwealth,1
commotion,4
communicate,1
communication,1
communion,1
communism,0
compact,1
companion,1
compass,1
compassion,3
compensate,1
competence,1
competency,1
competent,1
competition,1
complain,2
complain,4
complaint,4
complement,1
completing,1
completion,1
compliance,1
complicate,4
compliment,1
compost,4
compress,4
comptroller,1
compulsion,4
comrade,1
conceal,2
concealed,1
concealed,3
concealment,0
concerned,2
concerned,3
conciliation,1
concord,1
concordance,1
concussion,2
concussion,4
condemn,4
condemnation,0
condescension,2
condescension,4
condolence,2
confederate,1
confess,1
confession,0
confessional,1
confessional,3
confide,1
confidence,1
confidence,3
confident,1
confidential,1
confidentially,1
confine,0
confined,0
confinement,0
confirmation,1
confirmed,1
confiscate,2
confiscate,4
conflagration,3
conflagration,4
conflict,0
conformity,1
confront,4
confusion,3
confusion,4
conglomerate,1
congratulatory,1
congregation,1
congress,1
congress,4
congressman,1
congruence,1
conjecture,1
conjure,1
connective,1
connoisseur,1
conquest,3
conquest,4
conscience,1
conscientious,1
consecration,1
consecration,2
consequent,1
conservation,1
considerate,1
consistency,1
consort,1
conspiracy,3
conspirator,0
conspire,3
constable,1
constancy,1
constant,1
constantly,1
constipation,4
constitute,1
constitutional,1
constrain,3
constraint,0
consul,1
consult,1
contagion,0
contagious,3
contagious,4
contaminate,4
contaminated,0
contamination,4
contempt,3
contempt,4
contemptible,4
contemptuous,4
contentious,3
contentious,4
contingent,1
continuation,1
continue,1
contraband,3
contraband,4
contradict,4
contributor,1
controversial,4
convent,1
convergence,1
conveyancing,1
convict,0
convince,1
convinced,1
convincing,1
coop,4
cooperating,1
cooperation,1
cooperative,1
cop,1
cop,3
copycat,4
coronation,1
corporation,1
corpse,2
corpse,4
correctness,1
correspondence,1
corroborate,1
corroboration,1
corrosive,3
corrupting,0
corruption,4
corse,2
cosmopolitan,1
couch,2
cough,4
council,1
counsel,1
counsellor,0
counselor,1
count,1
countdown,1
countryman,1
county,1
coup,1
coup,4
courageous,3
courier,1
court,0
courtship,1
cove,0
covenant,1
cover,1
coward,0
cowardice,3
cowardly,3
coy,3
coyote,3
crabby,4
cracked,3
cracked,4
cradle,1
cramp,1
cranky,4
crap,4
craps,1
crash,0
crave,1
craving,1
crazed,3
crazed,4
crazy,0
cream,1
create,1
creature,3
creature,4
credence,1
credential,1
credibility,1
credible,1
credit,1
creditable,1
creeping,1
cremation,2
crescendo,1
crew,1
crime,4
criminal,3
criminal,4
criminality,3
criminality,4
cripple,2
cripple,3
crippled,2
crisp,1
criticism,2
criticism,4
criticize,0
critter,4
crocodile,3
cross,0
crouch,3
crouching,3
crowning,1
crucial,1
crucifixion,0
crude,4
crumbling,2
crunch,4
crusade,3
crusade,4
crushed,0
crushing,3
crushing,4
crusty,4
cry,2
crying,2
crypt,2
crypt,3
cube,1
cuckold,4
cuddle,1
cue,1
culinary,1
cult,3
cultivate,1
cumbersome,2
cupping,0
cur,3
cur,4
curable,1
curiosity,1
curse,0
cursed,0
cursing,4
cussed,4
custodian,1
custody,1
cutter,3
cutthroat,3
cutthroat,4
cutting,0
cyanide,3
cyclone,1
cyclone,3
cyst,2
cyst,3
cystic,4
cytomegalovirus,2
dabbling,4
daemon,0
daft,4
dagger,3
daily,1
damage,2
damage,4
damages,2
dame,1
dame,4
damn,4
damnation,0
dance,1
dandy,4
danger,2
danger,3
dangerous,3
dank,4
dare,1
darken,2
darken,3
darkened,2
darkened,3
darkness,0
darling,1
dart,3
dashed,0
dastardly,3
dastardly,4
daughter,1
dawn,1
deacon,1
deadly,0
deal,1
dealings,1
death,0
debacle,2
debacle,3
debauchery,3
debauchery,4
debenture,1
debris,4
debt,2
decay,2
decay,3
decayed,2
decayed,4
deceased,2
deceit,0
deceitful,2
deceitful,4
deceive,2
deceive,4
deceived,4
deceiving,1
decompose,4
decomposed,2
decomposition,0
decoy,1
decry,4
deed,1
defamation,3
defamation,4
defamatory,4
default,0
defeated,2
defect,4
defection,3
defective,4
defend,3
defendant,0
defended,1
defender,1
defense,0
defenseless,2
defenseless,3
deference,1
defiance,3
defiance,4
defiant,4
definitive,1
deflate,2
deflate,4
deflation,3
deform,4
deformed,2
deformed,4
deformity,0
defraud,4
defunct,2
defy,0
degeneracy,2
degeneracy,4
degrade,4
degrading,0
delay,0
delegate,1
deleterious,3
deleterious,4
delicious,1
delightful,1
delinquent,4
delirious,2
delirium,2
delirium,4
deliverance,1
delivery,1
deluge,0
delusion,0
delusional,3
delusional,4
demand,4
demented,3
dementia,2
dementia,3
demise,2
demise,3
demolish,2
demolish,4
demon,0
demonic,0
demonstrative,1
demonstrative,2
denied,2
denounce,4
dentistry,3
denunciation,3
denunciation,4
deny,4
denying,1
depart,1
depart,2
departed,2
departure,2
depend,1
dependence,2
dependence,3
dependent,1
deplore,2
deplore,4
deport,2
deport,3
deportation,0
depository,1
depraved,0
depravity,4
depreciate,4
depreciated,0
depreciation,3
deprivation,0
depth,1
deputy,1
deranged,3
deranged,4
derision,4
dermatologist,1
derogation,0
derogatory,0
descent,2
descent,3
desecration,0
desert,0
deserted,0
deserve,1
deserve,4
designation,1
desist,4
despairing,2
despairing,3
despicable,4
despotic,3
despotism,0
destination,0
destined,1
destitute,2
destitute,3
destroyed,0
destroyer,3
destroyer,4
destroying,0
destruction,4
destructive,3
destructive,4
detainee,0
detention,2
deteriorate,2
deteriorate,3
deteriorated,2
deteriorated,4
deterioration,0
determinate,1
determination,1
detonate,1
detonate,3
detonation,4
detract,4
devastate,0
devastating,0
devastation,0
develop,1
deviation,2
devilish,3
devilish,4
devotional,1
devout,1
diabolical,3
diabolical,4
diagnosis,1
diagnosis,3
diamond,1
diaper,4
diarrhoea,4
diary,1
diatribe,4
dictator,3
dictatorial,4
dictatorship,0
dictionary,1
dictum,1
die,2
die,3
dietary,1
differential,1
differently,1
difficult,3
difficulties,2
difficulty,0
digit,1
dignity,1
digress,1
dike,3
dilapidated,2
dilapidated,4
diligence,1
diminish,2
dinosaur,3
diplomacy,1
diplomatic,1
director,1
dirt,4
dirty,4
disability,2
disable,2
disable,3
disabled,2
disabled,3
disagree,4
disagreeing,2
disagreeing,4
disagreement,2
disagreement,4
disallowed,0
disappear,3
disappoint,2
disappoint,4
disappointed,2
disappointed,4
disappointing,2
disappointment,2
disappointment,4
disapproval,2
disapprove,0
disapproved,2
disapproved,4
disapproving,2
disapproving,4
disaster,0
disastrous,0
disciple,1
discipline,3
disclaim,1
disclaim,4
disclosed,1
discoloration,4
discolored,2
discolored,4
discomfort,2
disconnect,2
disconnected,2
discontent,0
discontinuity,0
discord,4
discourage,2
discourage,3
discreet,1
discretion,1
discriminate,2
discriminate,4
discriminating,4
discrimination,0
disease,0
diseased,0
disembodied,2
disembodied,3
disfigured,0
disgrace,2
disgrace,4
disgraced,2
disgraced,4
disgraceful,4
disgruntled,2
disgruntled,4
dishonest,2
dishonest,4
dishonesty,4
dishonor,0
disillusionment,2
disillusionment,4
disinformation,3
disinformation,4
disingenuous,4
disintegrate,3
disintegrate,4
dislike,4
disliked,2
disliked,4
dislocated,0
dismemberment,0
dismissal,0
disobedience,4
disobedient,4
disobey,4
disorder,3
disparage,2
disparage,4
disparaging,2
disparaging,4
disparity,2
disparity,4
dispassionate,2
dispel,2
displaced,0
dispose,4
disposed,1
dispossessed,0
dispute,4
disqualified,2
disqualified,4
disqualify,2
disregarded,4
disreputable,3
disreputable,4
disrespect,4
disrespectful,0
disruption,0
dissection,4
dissension,4
disservice,2
disservice,4
dissident,3
dissident,4
dissolution,0
dissonance,4
distaste,4
distorted,4
distracted,4
distracting,1
distracting,4
distraught,2
distressing,3
distressing,4
distrust,3
distrust,4
disturbance,0
disturbed,2
disturbed,4
disused,4
ditty,1
divan,1
divergent,1
diversion,1
divination,1
divorce,0
doctor,1
doctrine,1
dogma,1
doldrums,2
doll,1
dolphin,1
dominant,3
dominate,3
dominate,4
domination,0
dominion,1
dominion,3
don,1
donkey,4
doom,3
doomed,2
doomed,3
doomsday,0
doubt,0
doubtless,1
dove,1
downfall,2
downfall,3
downright,1
draft,1
dragon,3
drivel,4
drool,4
drown,2
drown,3
drugged,2
drunken,4
dubious,1
dubious,3
duel,0
dull,2
dumps,2
dumps,4
dung,4
dungeon,3
dupe,4
duplicity,4
durability,1
durable,1
duress,0
dutiful,1
dwarfed,2
dwarfed,3
dying,0
dynamic,1
dysentery,2
dysentery,4
eagle,1
earthquake,0
economy,1
ecstasy,1
ecstatic,1
edict,3
edification,1
edition,1
educational,1
eel,3
effective,1
efficient,1
effigy,4
egotistical,4
egregious,4
ejaculation,1
elbow,4
elder,1
elders,1
elect,1
electorate,1
electric,1
elegance,1
elegant,1
elevation,1
elevation,3
elf,3
elf,4
elimination,0
elite,1
elucidate,1
elusive,1
emaciated,2
emaciated,3
emancipation,1
embarrass,2
embarrassment,0
embolism,2
embolism,3
embrace,1
emergency,0
eminence,1
emphasize,1
employ,1
emptiness,2
enable,1
enablement,1
enchanted,1
encourage,1
encroachment,3
encumbrance,0
encyclopedia,1
endanger,1
endanger,3
endangered,3
endeavor,1
endemic,0
endless,0
endocarditis,2
endocarditis,3
endow,1
endowment,1
enema,4
enemy,3
enemy,4
enforce,3
enforce,4
engaged,1
engaging,1
engulf,1
enigmatic,3
enjoying,1
enlighten,1
enlightenment,1
enliven,1
enroll,1
ensemble,1
enslaved,0
entangled,0
entertain,1
entertained,1
entertaining,1
entertainment,1
entrails,4
entrust,1
epidemic,0
episcopal,1
epitaph,2
equality,1
eradicate,4
eradication,3
eradication,4
erase,3
erotic,1
errand,1
erratic,1
error,2
erupt,1
erupt,4
eruption,0
escalate,4
escape,1
escape,3
escaped,3
eschew,2
eschew,4
escort,1
establish,1
established,1
ethereal,3
euthanasia,2
euthanasia,3
evacuate,3
evade,3
evade,4
evanescence,1
evanescence,2
evasion,2
evasion,3
eventual,1
eventuality,1
eventuality,3
evergreen,1
evict,2
eviction,0
evident,1
exacerbation,3
exacerbation,4
exaggerate,4
exaltation,1
exalted,1
examination,1
examination,3
excavation,1
exceed,1
excel,1
excellence,1
excellence,4
excellent,1
exchange,1
excitation,0
excite,0
excited,1
exclaim,1
excluded,2
excluded,4
excluding,2
exclusion,0
excrement,4
excretion,4
excruciating,3
execution,0
executioner,0
executor,1
exhausted,2
exhaustion,1
exhaustion,2
exhaustive,1
exigent,0
exile,0
exorcism,2
exorcism,3
expectant,1
expectation,1
expected,1
expecting,1
expedient,1
expedition,1
expel,0
experienced,1
experiment,1
expert,1
expertise,1
expire,2
explain,1
expletive,4
explode,0
explore,1
explosion,1
explosion,3
explosive,0
expose,1
expose,3
expulsion,0
exquisite,1
exterminate,2
exterminate,3
extermination,3
extermination,4
extinct,2
extinguish,4
extrajudicial,3
extricate,1
eyewitness,1
fabrication,1
fact,1
facts,1
faculty,1
faeces,4
failing,0
failure,0
fain,1
fainting,0
fairly,1
faith,1
faithful,1
faithless,2
fall,2
fallacious,4
falling,2
falsehood,1
falsehood,4
falsification,4
falsify,4
falsity,4
falter,3
familiar,1
familiarity,1
famine,2
fanaticism,3
fanfare,1
fang,3
fangs,3
farcical,4
farm,1
fasting,2
fat,2
fat,4
fatal,0
fatality,2
fatality,3
fate,1
father,1
fatigued,2
fatty,2
fatty,4
fault,2
faultless,1
favorite,1
fearing,3
fearless,3
feat,1
fecal,4
feces,4
fee,4
feeble,2
feeling,0
felicity,1
fell,2
fellow,1
felon,3
fenced,4
fender,1
ferment,1
fermentation,1
ferocious,3
ferocious,4
ferocity,4
fervor,1
fervor,4
festival,1
fete,1
feud,4
feudalism,2
feudalism,4
fever,3
fib,4
fidelity,1
fiend,3
fiend,4
fierce,3
fierce,4
fiesta,1
fight,3
fight,4
fighting,4
fill,1
filth,4
filthy,4
finally,1
finally,4
fire,3
firearms,3
firearms,4
fireman,1
firmness,1
firstborn,1
fits,4
fitting,1
fixed,1
flabby,4
flaccid,2
flagrant,4
flagship,1
flange,1
flattering,1
flatulence,4
flaw,2
flea,4
fled,3
flee,3
fleece,2
fleece,4
flesh,4
flinch,0
flirt,1
flog,0
flood,3
flop,2
flop,4
flounder,2
flounder,3
flu,3
fluctuation,3
fluctuation,4
fluke,1
flying,3
foe,3
foe,4
follower,1
food,1
fool,4
football,1
footing,1
foray,4
forbid,2
forbidding,3
forbidding,4
force,3
force,4
forced,3
forcibly,3
forcibly,4
forearm,1
forearm,4
forecast,1
foreclose,2
foreclose,3
forefathers,1
foreigner,3
foresee,1
foreseen,1
foresight,1
forewarned,1
forewarned,3
forfeit,2
forfeit,4
forfeiture,2
forfeiture,3
forgiving,1
forgotten,2
forgotten,3
formality,1
formative,1
formidable,3
forming,1
formula,1
forsake,2
forsaken,2
forsaken,4
fort,1
fortitude,1
fortress,0
fortune,1
found,1
fragile,2
fragile,3
frailty,2
framework,1
frank,1
frankness,1
frantic,0
fraud,4
fraudulent,4
fraught,2
fraught,3
frayed,2
freakish,0
freedom,1
freely,1
frenetic,0
frenzied,3
frenzied,4
fret,3
friction,4
friendship,1
frigate,3
frisky,1
frolic,1
frown,2
frowning,2
frowning,4
fruitless,2
fugitive,0
fully,1
fuming,4
fun,1
fundamental,1
funeral,2
fungus,4
funk,2
furnace,4
furor,4
furrow,2
fuse,1
fuss,2
fuss,4
fussy,4
futile,2
gaby,4
gag,4
gage,1
gain,1
gallows,0
gambler,1
gambling,1
gang,3
gang,4
gape,1
garbage,4
garden,1
garish,1
garish,4
garrison,1
gash,3
gasp,1
gasping,3
gate,1
gateway,1
gauging,1
gawk,1
gazette,1
gelatin,4
gem,1
general,1
generosity,1
generous,1
genial,1
gent,3
gent,4
gentleman,1
gentry,1
genuine,1
geriatric,2
germ,1
germ,4
germination,1
ghastly,3
ghastly,4
ghetto,0
ghost,3
ghostly,3
giant,3
gibberish,4
gift,1
giggle,1
girder,1
gladiator,3
glare,3
glare,4
glaring,4
glide,1
glimmer,1
glitter,1
glitter,4
glorification,1
glorify,1
glory,1
glow,1
glut,4
gluttony,4
gnome,3
gnome,4
gob,4
goblin,3
goblin,4
god,1
god,3
godless,4
godly,1
godsend,1
gonorrhea,0
goo,4
goodness,1
gore,0
gorge,4
gorgeous,1
gory,0
gospel,1
govern,1
governess,1
government,3
governor,1
grab,4
gradual,1
graduation,1
graduation,3
grammar,1
grandchildren,1
grandfather,1
grant,1
grated,4
grating,4
gratitude,1
gratuitous,4
grave,2
grave,3
gravitate,1
gray,2
gray,4
greasy,4
greatness,1
greed,4
green,1
greeting,1
grenade,3
grime,4
grimy,4
grin,1
grisly,3
grisly,4
grit,1
grizzly,3
groan,2
groan,4
grope,3
grope,4
gross,4
grotesque,4
ground,1
grounded,2
grounded,3
grow,1
growl,3
growl,4
growling,3
growling,4
gruesome,4
gruff,4
grumble,4
grumpy,2
grumpy,4
guarantee,1
guard,1
guard,3
guarded,1
guardian,1
guardianship,1
gubernatorial,1
guerilla,3
guess,1
guidance,1
guide,1
guidebook,1
guillotine,0
gullible,1
gullible,2
gulp,1
gulp,3
gun,3
gun,4
gunpowder,3
guru,1
gush,1
gush,4
gusset,1
gut,4
gutter,4
habitual,1
hag,3
hag,4
haggard,2
hail,1
hairy,4
hallucination,3
halter,0
halting,2
halting,3
hamstring,2
hamstring,4
handbook,1
handicap,2
hanging,0
hangman,3
hankering,1
hap,1
happen,1
harassing,4
harbinger,0
harbor,1
hardened,3
hardened,4
hardship,2
hardy,1
harlot,4
harm,3
harmful,0
harmoniously,1
harmony,1
harrowing,3
harry,2
harry,4
harshness,3
harshness,4
harvest,1
haste,1
hating,4
haughty,4
haunt,3
haunted,2
haunted,3
haven,1
havoc,3
havoc,4
hawk,3
hazard,3
hazardous,3
haze,3
headlight,1
heal,1
healing,1
healthful,1
hearing,3
hearse,2
hearse,3
heartfelt,1
heartfelt,2
heartily,1
heartworm,4
heathen,3
heavenly,1
heavens,1
hedonism,1
heft,1
heft,3
heighten,3
hell,0
hellish,0
helmet,3
helper,1
helpful,1
hemorrhage,0
heretic,4
heritage,1
hermaphrodite,1
hermit,1
hermit,2
hero,1
heroic,1
heroine,1
heroism,1
herpes,4
herpesvirus,4
hesitation,3
heyday,1
hide,3
hiding,3
highest,1
highest,3
hindering,2
hire,1
hiss,3
hiss,4
hit,4
hoary,2
hoax,0
hobby,1
hobo,2
hog,4
holiday,1
holiness,1
holiness,3
hollow,2
holocaust,0
homeless,0
homesick,2
homework,3
homicidal,3
homicidal,4
homicide,0
honest,0
honesty,1
honeymoon,1
honor,1
honorable,1
hood,3
hood,4
hooded,3
hoot,4
hope,1
hopeful,1
hopeless,2
hopeless,3
hopelessness,0
horde,1
horizon,1
horoscope,1
horrors,2
horrors,3
horse,1
hospice,2
hospital,0
hostage,3
hostage,4
hostilities,3
hostilities,4
hot,4
huff,4
hug,1
hulk,4
humanitarian,1
humanity,1
humble,2
humble,4
humbled,2
humbug,2
humbug,4
humiliate,2
humiliate,4
humiliating,4
humiliation,2
humiliation,4
humility,1
humorous,1
hungry,1
hunter,0
hunting,0
hurrah,1
hurricane,3
hurried,1
hurry,1
hurt,0
hurtful,0
hurting,0
husbandry,1
hut,2
hydra,3
hydrocephalus,0
hymn,1
hymn,2
hype,1
hypertrophy,0
hypocrite,4
hypocritical,4
hypothesis,1
idiocy,2
idiocy,4
idiot,4
idiotic,4
idolatry,3
idolatry,4
ignorant,4
ill,0
illegal,0
illegality,3
illegality,4
illegitimate,0
illicit,3
illicit,4
illiterate,4
illness,2
illness,3
illuminate,1
illumination,1
illusion,1
immaculate,1
immature,1
immaturity,1
immaturity,4
immediacy,1
immediately,1
immerse,1
immerse,3
immigrant,3
imminent,1
imminent,3
immoral,0
immorality,4
immortality,1
immovable,1
immunization,1
impart,1
impartial,1
impartiality,1
impatient,1
impeach,3
impeach,4
impeccable,1
impending,1
impending,3
impenetrable,1
impermeable,3
impermeable,4
implicate,4
impolite,4
importance,1
important,1
impossible,2
impotence,0
impressionable,1
imprisoned,0
imprisonment,0
improve,1
improvement,1
improvisation,1
improvise,1
imprudent,2
impure,4
impurity,4
inability,2
inadequate,2
inadmissible,4
inappropriate,2
inappropriate,4
inattention,4
inaugural,1
inauguration,1
incarceration,0
incase,0
incendiary,0
incest,0
incestuous,4
incident,1
incite,0
incline,1
inclusion,1
income,1
income,2
incompatible,2
incompatible,4
incompetent,2
incompetent,4
incongruous,4
inconsequential,2
inconsiderate,2
inconsiderate,4
incontinence,1
inconvenient,2
inconvenient,4
incredulous,4
incrimination,2
incrimination,3
incubus,3
incubus,4
incurable,0
incursion,3
indecency,4
indecent,4
indefensible,3
indelible,1
indemnity,1
indent,1
indenture,4
independence,1
indestructible,1
indict,3
indict,4
indictment,3
indifference,0
indigent,2
indivisible,1
indoctrination,3
indoctrination,4
indomitable,3
ineffectual,4
inefficiency,2
inefficiency,4
inefficient,2
inept,4
ineptitude,0
inequality,0
inexcusable,2
inexcusable,4
inexplicable,1
infallibility,1
infamous,3
infamous,4
infamy,2
infant,1
infant,3
infanticide,0
infantile,4
infarct,1
infarct,3
infect,4
infection,3
infectious,0
inferior,2
inferno,3
inferno,4
infertility,2
infestation,3
infestation,4
infidel,3
infidel,4
infidelity,0
infinity,1
infirmity,3
inflation,3
inflict,0
infliction,2
infliction,3
influential,1
inform,1
infraction,4
infrequent,1
inheritance,1
inhibit,2
inhibit,4
inhospitable,2
inhuman,0
inhumanity,2
inimical,2
inimical,4
inimitable,1
iniquity,4
injection,3
injure,0
injured,2
injured,3
injurious,0
injury,0
injustice,4
inmate,3
inmate,4
innocent,1
inoculation,1
inoperative,4
inquiry,1
insane,3
insane,4
insanity,0
insecure,0
insecurity,3
inseparable,1
insidious,3
insidious,4
insignificant,2
insignificant,4
insolvency,0
insolvent,0
inspiration,1
inspired,1
instability,3
instability,4
install,1
instinctive,3
instinctive,4
institute,1
instruct,1
instruction,1
instructions,1
instructor,1
insufficiency,4
insulation,1
insult,0
insulting,0
insure,1
insurmountable,2
insurmountable,3
insurrection,4
intact,1
integrity,1
intelligence,1
intelligence,3
intelligent,1
intend,1
intended,1
intense,0
inter,2
intercede,2
intercede,3
intercession,1
interested,2
interested,4
interim,1
interior,1
interior,4
interment,2
interminable,1
interminable,4
intermission,1
interrogate,3
interrogation,3
interrupt,1
interrupt,4
interrupted,2
intervention,2
interviewer,3
intestinal,4
intimate,1
intimately,1
intimately,3
intolerable,4
intolerance,3
intolerance,4
intolerant,0
intoxicated,4
intractable,4
intrigue,1
intrigue,3
intruder,0
intrusion,3
intrusive,0
intuition,1
intuitively,1
invade,0
invader,0
invalid,2
invasion,4
investigation,1
invitation,1
invite,1
inviting,1
invocation,1
invoke,1
involution,4
involvement,4
irate,4
iris,3
iron,1
irrational,3
irrational,4
irreconcilable,0
irrefutable,1
irreparable,2
irreparable,3
irritability,4
irritable,4
isolate,2
isolated,2
isolated,3
isolation,2
jab,4
jackpot,1
jail,2
jail,3
janitor,4
jarring,2
jarring,3
jaundice,3
jaws,3
jeopardize,3
jeopardize,4
jeopardy,1
jeopardy,3
jerk,1
jerk,4
jest,1
john,4
joker,1
jolt,1
journalism,1
journey,1
journey,3
journeyman,1
jubilee,1
judgment,1
judicial,1
judiciary,1
judicious,1
jump,1
jungle,3
jurisprudence,2
jurist,1
jury,1
justice,1
justifiable,1
kennel,2
kerosene,3
khan,1
khan,3
kicking,4
kidnap,0
kill,2
kill,3
killing,0
kindred,1
kiss,1
kite,4
kitten,1
knell,2
knell,3
knickers,1
kudos,1
label,1
labor,1
labored,2
labyrinth,1
lace,0
lagging,0
lamb,1
lamenting,2
landmark,1
landslide,2
landslide,3
languishing,2
languishing,3
larceny,4
larger,1
larger,4
laser,1
lash,3
lash,4
late,2
latent,1
latent,4
latrines,4
laugh,1
laughable,4
laughing,1
laughter,1
launch,1
laureate,1
laurels,1
lava,3
lava,4
lavatory,4
law,1
lawful,1
lawlessness,3
lawlessness,4
lawsuit,0
lawyer,3
lawyer,4
lax,2
laxative,3
laxative,4
leader,1
leading,1
leaning,1
leave,1
leave,2
leeches,3
leeches,4
leer,4
leery,1
legal,1
legalized,0
legislator,1
legislature,1
legitimacy,1
leisure,1
lemon,4
lender,1
leprosy,0
lesbian,2
lesbian,4
lessen,1
lesser,4
lesson,1
lethal,0
lethargy,2
letter,1
lettered,1
leukemia,0
levee,1
level,1
lewd,4
liar,4
libel,0
liberate,1
liberate,4
liberation,1
liberty,1
lick,4
lie,2
lie,4
lieutenant,1
lifeless,2
lifeless,3
lightning,0
limited,2
limited,4
lines,3
linger,1
linguist,1
lion,3
liquor,0
listless,2
litigate,0
litigious,4
localize,1
lockup,2
lockup,3
locust,3
lodging,1
lone,2
lonely,0
lonesome,2
long,1
longing,1
longing,2
loo,4
loom,1
loom,3
loon,4
lord,1
lord,4
lose,0
losing,2
losing,4
loss,0
lost,2
lottery,1
loudness,4
louse,4
lovable,1
lovely,1
lovely,2
lovemaking,1
lover,1
lower,2
lowest,2
lowly,2
loyal,1
loyal,3
luck,1
lucky,1
lull,1
lumpy,4
lunacy,0
lunatic,3
lunatic,4
lunge,1
lurid,4
luscious,1
lush,2
lush,4
lust,1
luster,1
lusty,4
luxurious,1
luxury,1
lying,4
lynch,0
lyre,1
lyrical,1
mace,3
machine,1
madman,3
madman,4
mafia,3
mage,3
maggot,4
magical,1
magician,1
magnet,1
magnificence,1
magnificent,1
mail,1
mainstay,1
maintenance,1
majestic,1
majesty,1
majority,1
malaise,2
malaria,0
malfeasance,4
malignancy,2
malignancy,3
malignant,3
malignant,4
malpractice,4
mamma,1
manage,1
management,1
mandamus,3
mandarin,1
mange,3
mange,4
mangle,0
maniac,3
maniac,4
manifestation,3
manipulation,3
manipulation,4
manslaughter,0
manual,1
manure,4
margin,2
marine,1
marriage,1
marrow,1
marry,1
marry,3
marshal,1
martial,4
martyr,2
martyr,3
martyrdom,2
martyrdom,3
masochism,3
masochism,4
massacre,0
massage,1
masterpiece,1
mastery,1
mastery,4
matchmaker,1
mate,1
materialist,4
maternal,1
mathematical,1
matrimony,1
matron,1
mausoleum,2
maxim,1
meaningless,2
measles,0
measure,1
measured,1
medal,1
meddle,4
mediate,1
mediator,1
medical,1
medical,3
meditate,1
meek,2
melee,3
melodrama,2
melodrama,4
meltdown,2
memorable,1
memorials,2
menace,3
menace,4
menacing,3
menacing,4
mentor,1
mercenary,3
merchant,1
merge,1
merit,1
meritorious,1
mess,4
messenger,1
messy,4
microscope,1
midwife,1
mighty,0
mildew,4
military,3
militia,0
mill,1
mimicry,1
ministry,1
miracle,1
miraculous,1
mire,4
misbehavior,1
misbehavior,4
miscarriage,2
miscarriage,3
misconception,3
misconception,4
misconduct,4
misfortune,2
misfortune,3
misguided,4
mishap,0
mislead,0
misleading,4
misplace,4
misrepresentation,2
misrepresented,4
missile,3
missing,2
missing,3
misstatement,4
mistake,2
mistaken,3
mistress,4
mistrust,3
mistrust,4
misunderstanding,2
misunderstanding,4
mite,4
moan,2
moan,3
moat,1
mob,3
mob,4
mobile,1
mockery,4
mocking,2
mocking,4
moderator,1
modest,1
modify,1
molestation,0
momentum,1
monetary,1
money,1
money,4
monk,1
monochrome,4
monogamy,1
monsoon,2
monster,3
monstrosity,0
moody,2
moody,4
moorings,1
moral,1
moral,4
morality,1
